card_id,total_txn,fraud_txn,fraud_rate,avg_amount,card4,card6
13511-111.0-150.0,194,11,0.056701,78.38,visa,debit
13512-369.0-150.0,1,0,0.0,59.0,mastercard,debit
13513-555.0-150.0,3,0,0.0,155.86,visa,credit
13514-379.0-102.0,13,1,0.076923,57.36,visa,credit
13516-120.0-203.0,10,0,0.0,40.2,mastercard,credit
13518-555.0-146.0,2,0,0.0,1262.16,mastercard,credit
13520-369.0-150.0,1,0,0.0,117.0,mastercard,debit
13521-555.0-119.0,27,3,0.111111,49.62,visa,credit
13522-554.0-150.0,23,0,0.0,126.16,mastercard,debit
13523-399.0-150.0,2,0,0.0,100.0,american express,credit
13524-555.0-150.0,3,0,0.0,50.32,visa,debit
13525-321.0-150.0,23,0,0.0,90.76,visa,debit
13526-529.0-150.0,339,90,0.265487,324.43,visa,credit
13527-321.0-150.0,6,0,0.0,86.64,visa,debit
13528-536.0-150.0,254,1,0.003937,94.29,visa,debit
13529-555.0-150.0,1,0,0.0,175.0,visa,credit
1353-399.0-150.0,1,0,0.0,500.0,american express,credit
13530-455.0-150.0,193,0,0.0,101.86,mastercard,debit
13531-310.0-150.0,15,0,0.0,147.55,mastercard,debit
13533-520.0-150.0,1,0,0.0,250.0,american express,credit
13534-105.0-150.0,243,0,0.0,93.11,visa,debit
13535-302.0-150.0,6,0,0.0,80.31,visa,debit
13537-555.0-150.0,2,0,0.0,59.0,visa,debit
13538-555.0-150.0,6,0,0.0,62.73,visa,debit
13539-555.0-214.0,1,0,0.0,41.39,visa,credit
1354-555.0-150.0,1,0,0.0,200.0,mastercard,debit
13541-321.0-150.0,41,0,0.0,284.37,visa,debit
13542-555.0-131.0,2,0,0.0,41.62,mastercard,credit
13543-555.0-150.0,10,0,0.0,59.27,visa,debit
13545-555.0-214.0,2,0,0.0,30.53,visa,credit
13546-399.0-150.0,5,0,0.0,380.0,american express,credit
13548-399.0-150.0,7,0,0.0,82.14,american express,credit
13549-555.0-150.0,4,4,1.0,117.0,mastercard,debit
1355-555.0-229.0,9,0,0.0,45.14,visa,credit
13550-555.0-150.0,18,2,0.111111,49.53,visa,debit
13551-555.0-150.0,53,1,0.018868,108.81,mastercard,debit
13552-532.0-150.0,7,4,0.571429,163.11,mastercard,debit
13553-321.0-150.0,33,2,0.060606,227.73,visa,credit
13554-555.0-150.0,7,0,0.0,68.36,visa,debit
13555-110.0-150.0,23,0,0.0,134.87,visa,credit
13555-NA-150.0,2,0,0.0,415.5,visa,credit
13556-555.0-195.0,2,0,0.0,51.88,visa,credit
13556-NA-195.0,3,0,0.0,49.01,visa,credit
13557-399.0-150.0,7,0,0.0,121.43,american express,credit
13558-174.0-150.0,24,1,0.041667,215.28,visa,debit
1356-209.0-150.0,3,2,0.666667,116.67,mastercard,credit
13560-555.0-119.0,30,1,0.033333,48.76,visa,credit
13561-399.0-150.0,1,0,0.0,25.0,american express,credit
13562-555.0-119.0,12,0,0.0,98.09,visa,credit
13563-399.0-150.0,3,2,0.666667,108.33,american express,credit
13565-480.0-150.0,3,0,0.0,178.97,mastercard,debit
13565-512.0-150.0,7,0,0.0,162.96,mastercard,debit
13567-225.0-150.0,20,0,0.0,117.66,mastercard,debit
13568-586.0-150.0,2,0,0.0,62.95,mastercard,credit
13569-555.0-150.0,25,0,0.0,151.85,visa,debit
1357-555.0-150.0,8,0,0.0,85.62,american express,credit
13572-555.0-150.0,14,0,0.0,382.2,visa,debit
13573-512.0-150.0,1,0,0.0,100.0,mastercard,credit
13574-480.0-150.0,1,0,0.0,402.0,mastercard,credit
13574-512.0-150.0,4,0,0.0,187.5,mastercard,credit
13575-377.0-150.0,1,0,0.0,3381.95,visa,debit
13576-399.0-150.0,5,0,0.0,85.0,american express,credit
13579-134.0-119.0,3,0,0.0,22.96,visa,credit
1358-310.0-150.0,12,0,0.0,105.7,mastercard,debit
13581-555.0-150.0,1,0,0.0,1621.0,visa,credit
13582-399.0-150.0,1,0,0.0,75.0,american express,credit
13584-399.0-150.0,2,0,0.0,200.0,american express,credit
13585-321.0-150.0,18,0,0.0,119.59,visa,debit
13587-555.0-144.0,4,0,0.0,18.08,mastercard,debit
1359-314.0-150.0,320,1,0.003125,129.22,mastercard,debit
1359-NA-NA,1,0,0.0,360.0,,
13592-555.0-138.0,2,0,0.0,48.52,visa,debit
13593-390.0-150.0,34,3,0.088235,121.62,mastercard,debit
13594-555.0-137.0,1,0,0.0,29.51,visa,credit
13595-399.0-150.0,15,0,0.0,476.67,american express,credit
13596-555.0-188.0,2,0,0.0,53.67,visa,credit
13597-198.0-150.0,253,4,0.01581,73.36,visa,debit
13597-NA-NA,1,0,0.0,59.0,,
1360-555.0-150.0,5,0,0.0,129.36,visa,credit
13600-555.0-150.0,13,0,0.0,83.59,visa,debit
13601-555.0-150.0,3,0,0.0,113.78,visa,credit
13602-555.0-150.0,13,0,0.0,349.74,visa,debit
13603-555.0-150.0,12,0,0.0,109.48,visa,debit
13604-555.0-150.0,1,0,0.0,75.0,visa,debit
13605-310.0-150.0,7,0,0.0,211.81,mastercard,debit
13606-399.0-150.0,1,0,0.0,100.0,american express,credit
13607-399.0-150.0,5,0,0.0,120.0,american express,credit
13608-555.0-102.0,9,0,0.0,44.13,mastercard,debit
13609-555.0-150.0,4,0,0.0,116.38,visa,debit
1361-514.0-150.0,1,0,0.0,171.0,mastercard,credit
13613-555.0-162.0,3,0,0.0,75.0,mastercard,credit
13614-275.0-150.0,7,0,0.0,113.29,mastercard,debit
13615-555.0-150.0,57,0,0.0,32.08,visa,debit
13616-122.0-150.0,4,0,0.0,85.72,mastercard,debit
13617-321.0-150.0,1,0,0.0,3263.49,mastercard,credit
13619-225.0-150.0,4,0,0.0,80.25,mastercard,credit
1362-NA-210.0,1,0,0.0,69.48,visa,debit
13620-520.0-150.0,4,0,0.0,212.5,american express,credit
13621-555.0-150.0,26,0,0.0,187.99,visa,debit
13622-225.0-150.0,4,0,0.0,128.0,mastercard,debit
13623-585.0-150.0,332,83,0.25,114.71,visa,debit
13625-481.0-150.0,3,0,0.0,1231.44,mastercard,credit
13626-484.0-150.0,126,3,0.02381,90.06,mastercard,credit
13626-NA-NA,1,0,0.0,206.0,,
13627-555.0-150.0,21,0,0.0,88.84,visa,debit
13628-480.0-150.0,11,0,0.0,207.32,mastercard,debit
13628-512.0-150.0,3,0,0.0,124.33,mastercard,debit
13629-555.0-150.0,4,0,0.0,122.36,visa,debit
1363-181.0-150.0,17,0,0.0,204.64,visa,credit
1363-528.0-150.0,24,0,0.0,405.38,visa,credit
13630-555.0-133.0,1,0,0.0,49.0,mastercard,credit
13631-555.0-150.0,4,0,0.0,48.62,visa,credit
13632-100.0-150.0,3,0,0.0,154.67,mastercard,credit
13634-555.0-119.0,4,0,0.0,67.07,visa,credit
13635-517.0-150.0,1,0,0.0,88.0,mastercard,debit
13636-555.0-150.0,3,0,0.0,225.0,visa,debit
13637-555.0-100.0,2,0,0.0,50.2,visa,credit
13638-555.0-119.0,1,0,0.0,897.4,visa,debit
13639-555.0-200.0,2,0,0.0,37.79,mastercard,credit
1364-555.0-143.0,9,0,0.0,158.84,mastercard,credit
13640-555.0-150.0,5,0,0.0,229.79,visa,debit
13641-111.0-150.0,4,0,0.0,38.0,visa,debit
13642-321.0-150.0,20,2,0.1,225.49,visa,debit
13643-555.0-150.0,7,0,0.0,75.0,mastercard,debit
13645-555.0-150.0,3,0,0.0,49.64,visa,debit
13648-399.0-150.0,2,0,0.0,75.0,american express,credit
1365-399.0-150.0,33,1,0.030303,313.64,american express,credit
13651-185.0-150.0,3,0,0.0,159.65,visa,debit
13652-555.0-150.0,11,0,0.0,138.79,visa,credit
13653-555.0-119.0,4,0,0.0,30.8,visa,debit
13654-543.0-150.0,1,0,0.0,30.95,mastercard,debit
13654-NA-NA,1,0,0.0,107.95,,
13656-517.0-150.0,14,0,0.0,83.12,mastercard,debit
13657-271.0-150.0,8,0,0.0,150.0,visa,credit
13658-399.0-150.0,1,0,0.0,200.0,american express,credit
13659-141.0-185.0,1,0,0.0,64.29,visa,credit
1366-143.0-150.0,1,0,0.0,59.0,visa,debit
13660-480.0-150.0,1,0,0.0,707.12,mastercard,credit
13662-555.0-143.0,1,0,0.0,59.0,mastercard,credit
13663-490.0-150.0,50,1,0.02,84.82,visa,debit
13664-555.0-150.0,9,0,0.0,41.99,visa,debit
13665-NA-150.0,1,0,0.0,112.99,visa,credit
13666-390.0-150.0,2,0,0.0,92.22,mastercard,debit
13669-399.0-150.0,10,0,0.0,106.5,american express,credit
1367-555.0-150.0,3,0,0.0,100.0,american express,credit
13670-555.0-150.0,16,0,0.0,111.62,mastercard,debit
13671-555.0-121.0,1,0,0.0,45.47,mastercard,credit
13672-555.0-150.0,23,0,0.0,92.11,visa,debit
13674-555.0-150.0,68,0,0.0,114.57,visa,debit
13675-555.0-150.0,2,0,0.0,39.75,visa,credit
13676-555.0-150.0,59,0,0.0,84.95,visa,debit
13678-555.0-150.0,3,0,0.0,244.3,visa,credit
13679-555.0-102.0,4,0,0.0,43.39,visa,credit
1368-480.0-150.0,3,0,0.0,74.62,mastercard,debit
1368-512.0-150.0,7,0,0.0,86.52,mastercard,debit
13680-420.0-150.0,3,0,0.0,83.0,mastercard,debit
13682-127.0-150.0,12,0,0.0,344.02,mastercard,credit
13683-555.0-150.0,2,0,0.0,40.47,visa,credit
13684-555.0-150.0,1,0,0.0,312.95,visa,debit
13685-399.0-150.0,7,0,0.0,142.86,american express,credit
13686-138.0-200.0,10,0,0.0,31.66,mastercard,debit
13687-478.0-150.0,5,0,0.0,414.6,visa,credit
13688-555.0-150.0,4,0,0.0,392.99,mastercard,debit
13689-555.0-150.0,2,0,0.0,125.0,visa,credit
1369-555.0-214.0,3,0,0.0,39.15,visa,credit
13690-NA-150.0,4,0,0.0,57.5,visa,credit
13691-151.0-150.0,24,0,0.0,604.05,visa,credit
13693-225.0-150.0,2,0,0.0,91.5,mastercard,debit
13694-490.0-150.0,2,0,0.0,114.5,visa,credit
13696-111.0-150.0,4,0,0.0,159.45,visa,debit
13697-555.0-150.0,5,0,0.0,155.0,visa,debit
13698-302.0-150.0,1,0,0.0,209.95,visa,debit
13699-543.0-150.0,10,0,0.0,1128.75,mastercard,debit
1370-174.0-150.0,2,0,0.0,52.95,visa,debit
13700-554.0-150.0,1,0,0.0,150.0,visa,credit
13701-399.0-150.0,3,0,0.0,166.67,american express,credit
13702-399.0-150.0,1,0,0.0,50.0,american express,credit
13703-555.0-150.0,6,0,0.0,104.16,visa,debit
13704-321.0-150.0,1,0,0.0,92.0,visa,debit
13704-NA-150.0,3,0,0.0,125.67,visa,debit
13705-555.0-223.0,1,0,0.0,37.5,mastercard,debit
13706-555.0-146.0,12,0,0.0,114.21,visa,credit
13707-555.0-150.0,1,0,0.0,125.0,visa,debit
13708-NA-NA,1,0,0.0,16.68,,
13709-555.0-208.0,1,1,1.0,982.0,visa,debit
13710-555.0-144.0,2,0,0.0,39.78,mastercard,credit
13712-555.0-200.0,2,0,0.0,33.59,mastercard,credit
13714-555.0-150.0,3,0,0.0,51.3,visa,debit
13715-174.0-150.0,24,0,0.0,178.44,mastercard,credit
13716-543.0-150.0,1,0,0.0,31.95,mastercard,debit
13717-360.0-150.0,17,0,0.0,46.26,visa,debit
13719-555.0-150.0,49,0,0.0,82.09,visa,debit
1372-364.0-146.0,3,0,0.0,63.27,mastercard,credit
13720-555.0-150.0,1,0,0.0,54.5,visa,debit
13722-555.0-213.0,13,0,0.0,41.62,visa,credit
13723-555.0-197.0,1,0,0.0,96.07,visa,debit
13724-227.0-150.0,10,0,0.0,124.57,visa,debit
13725-310.0-150.0,1,0,0.0,150.0,mastercard,debit
13726-555.0-150.0,6,0,0.0,174.33,visa,debit
13729-555.0-150.0,2,0,0.0,36.5,mastercard,debit
1373-555.0-150.0,9,0,0.0,160.51,visa,credit
13730-555.0-150.0,1,0,0.0,50.0,visa,credit
13731-555.0-150.0,5,0,0.0,132.2,visa,debit
13732-555.0-150.0,1,0,0.0,994.0,mastercard,credit
13733-420.0-150.0,1,0,0.0,50.0,mastercard,debit
13734-491.0-150.0,209,27,0.129187,102.59,visa,debit
13735-555.0-150.0,3,0,0.0,10.51,visa,debit
13737-555.0-150.0,2,0,0.0,180.0,visa,credit
13739-350.0-150.0,31,0,0.0,90.98,mastercard,debit
1374-225.0-150.0,1,0,0.0,100.0,mastercard,debit
13740-554.0-150.0,26,0,0.0,94.6,visa,debit
13741-555.0-119.0,1,0,0.0,89.76,visa,debit
13742-138.0-200.0,1,0,0.0,22.66,mastercard,credit
13743-555.0-150.0,17,0,0.0,77.7,visa,debit
13744-111.0-150.0,4,0,0.0,297.5,visa,debit
13745-543.0-150.0,2,0,0.0,171.5,mastercard,debit
13746-130.0-185.0,4,0,0.0,14.38,visa,debit
13746-296.0-185.0,4,0,0.0,46.76,visa,debit
13747-555.0-147.0,3,0,0.0,43.88,visa,credit
13748-555.0-150.0,9,0,0.0,49.76,visa,debit
13749-321.0-150.0,475,4,0.008421,147.62,visa,credit
13749-NA-NA,1,0,0.0,57.95,,
1375-369.0-150.0,11,0,0.0,233.33,mastercard,credit
13750-555.0-150.0,10,1,0.1,103.5,visa,credit
13751-555.0-131.0,1,0,0.0,75.46,visa,credit
13752-399.0-150.0,8,0,0.0,87.5,american express,credit
13753-331.0-150.0,1,0,0.0,100.0,visa,credit
13754-489.0-150.0,27,0,0.0,190.62,mastercard,credit
13755-555.0-150.0,3,0,0.0,96.66,visa,debit
13757-360.0-150.0,5,0,0.0,22.0,visa,debit
1376-555.0-150.0,2,0,0.0,51.47,visa,debit
13761-555.0-150.0,1,0,0.0,57.95,visa,debit
13762-555.0-150.0,7,0,0.0,99.14,visa,debit
13763-580.0-106.0,3,0,0.0,31.05,visa,credit
13765-555.0-150.0,2,0,0.0,38.0,visa,debit
13766-555.0-150.0,2,0,0.0,83.5,visa,credit
13767-555.0-149.0,3,0,0.0,23.28,visa,credit
13768-399.0-150.0,12,0,0.0,138.75,american express,credit
1377-420.0-150.0,39,0,0.0,60.88,mastercard,debit
13771-216.0-150.0,23,0,0.0,206.61,visa,credit
13772-555.0-135.0,5,0,0.0,11.96,mastercard,debit
13774-399.0-150.0,12,0,0.0,308.33,american express,credit
13775-555.0-204.0,4,0,0.0,47.3,visa,credit
13778-321.0-150.0,2,0,0.0,181.5,visa,debit
13779-555.0-133.0,1,0,0.0,144.16,visa,debit
13780-298.0-150.0,1007,25,0.024826,95.88,visa,debit
13780-NA-NA,1,0,0.0,58.95,,
13781-586.0-150.0,4,0,0.0,112.25,mastercard,credit
13783-527.0-150.0,2,0,0.0,52.25,visa,debit
13786-111.0-150.0,58,1,0.017241,109.57,visa,debit
13787-542.0-150.0,2,0,0.0,208.5,visa,debit
13789-103.0-185.0,8,0,0.0,57.52,visa,credit
13791-555.0-142.0,1,0,0.0,50.0,mastercard,credit
13792-555.0-150.0,1,0,0.0,421.35,visa,credit
13794-310.0-150.0,1,0,0.0,29.0,mastercard,debit
13796-321.0-150.0,6,0,0.0,46.66,visa,debit
13797-555.0-150.0,2,0,0.0,175.0,visa,credit
1380-555.0-150.0,1,1,1.0,200.0,visa,credit
13800-512.0-150.0,1,0,0.0,56.0,mastercard,debit
13802-420.0-150.0,3,1,0.333333,108.0,mastercard,debit
13804-310.0-150.0,2,0,0.0,128.48,mastercard,debit
13805-480.0-150.0,2,0,0.0,146.72,mastercard,debit
13805-512.0-150.0,3,0,0.0,164.98,mastercard,debit
13806-583.0-150.0,1,0,0.0,117.0,visa,credit
13807-555.0-150.0,2,0,0.0,281.48,visa,credit
13808-460.0-150.0,15,1,0.066667,178.91,mastercard,debit
13809-583.0-150.0,246,10,0.04065,189.44,visa,credit
1381-399.0-150.0,11,0,0.0,113.64,american express,credit
13810-194.0-150.0,130,0,0.0,60.6,mastercard,debit
13812-555.0-150.0,3,0,0.0,146.0,visa,credit
13813-139.0-150.0,83,0,0.0,353.83,mastercard,debit
13814-480.0-150.0,7,0,0.0,76.81,mastercard,debit
13814-512.0-150.0,10,0,0.0,137.59,mastercard,debit
13815-514.0-150.0,70,2,0.028571,370.52,mastercard,credit
13817-555.0-111.0,4,0,0.0,14.44,visa,debit
13818-321.0-150.0,7,0,0.0,231.36,mastercard,credit
13819-555.0-150.0,7,0,0.0,70.17,mastercard,credit
1382-379.0-102.0,5,1,0.2,61.09,visa,credit
13821-555.0-150.0,9,0,0.0,98.67,mastercard,debit
13822-555.0-100.0,10,1,0.1,46.49,mastercard,credit
13823-NA-150.0,4,0,0.0,238.98,visa,debit
13825-321.0-150.0,21,0,0.0,108.81,visa,debit
13825-NA-NA,1,0,0.0,117.0,,
13826-168.0-144.0,1,0,0.0,250.0,visa,credit
13828-553.0-150.0,1,0,0.0,100.0,american express,charge card
1383-111.0-150.0,1,1,1.0,350.0,visa,credit
13830-225.0-150.0,2,0,0.0,41.95,mastercard,debit
13831-335.0-150.0,5,0,0.0,266.99,visa,credit
13832-375.0-185.0,2054,193,0.093963,38.81,mastercard,debit
13832-NA-NA,8,3,0.375,43.97,,
13833-111.0-150.0,201,0,0.0,117.11,visa,debit
13834-555.0-150.0,6,0,0.0,62.83,visa,debit
13835-399.0-150.0,1,0,0.0,200.0,american express,credit
13836-532.0-150.0,38,0,0.0,232.24,mastercard,debit
13837-520.0-150.0,11,0,0.0,1459.09,american express,credit
13840-555.0-150.0,22,0,0.0,171.37,visa,debit
13841-555.0-150.0,1,0,0.0,25.0,visa,credit
13842-480.0-150.0,4,0,0.0,37.38,mastercard,debit
13842-512.0-150.0,6,0,0.0,45.04,mastercard,debit
13844-583.0-150.0,512,34,0.066406,250.09,visa,credit
13845-308.0-150.0,1,0,0.0,97.0,visa,debit
13846-555.0-150.0,1,0,0.0,24.5,visa,debit
13848-512.0-150.0,1,0,0.0,107.95,mastercard,debit
13849-399.0-150.0,2,0,0.0,125.0,american express,credit
1385-399.0-150.0,2,0,0.0,100.0,american express,credit
13850-405.0-185.0,27,4,0.148148,54.71,visa,credit
13853-555.0-222.0,1,0,0.0,28.4,mastercard,credit
13854-555.0-124.0,1,0,0.0,11.48,mastercard,credit
13855-302.0-150.0,5,0,0.0,92.55,visa,debit
13857-399.0-150.0,9,0,0.0,121.11,american express,credit
13858-555.0-150.0,17,1,0.058824,136.77,mastercard,debit
1386-310.0-150.0,4,0,0.0,47.5,mastercard,debit
13860-512.0-150.0,5,0,0.0,482.79,mastercard,debit
13860-NA-NA,1,0,0.0,335.0,,
13861-554.0-150.0,1,0,0.0,150.0,visa,credit
13862-555.0-198.0,1,0,0.0,11.48,visa,credit
13863-390.0-150.0,4,0,0.0,110.97,mastercard,debit
13864-561.0-150.0,1,0,0.0,221.99,visa,debit
13865-181.0-150.0,6,1,0.166667,74.0,visa,credit
13865-528.0-150.0,7,0,0.0,118.81,visa,credit
13866-562.0-150.0,2,0,0.0,125.0,mastercard,credit
13868-321.0-150.0,3,0,0.0,176.95,visa,debit
1387-322.0-150.0,7,0,0.0,103.57,american express,credit
13870-533.0-150.0,8,0,0.0,210.81,mastercard,credit
13871-555.0-150.0,2,0,0.0,69.97,visa,debit
13872-555.0-150.0,1,0,0.0,107.95,visa,debit
13873-343.0-150.0,4,0,0.0,88.0,visa,credit
13876-555.0-150.0,5,0,0.0,127.17,visa,debit
13877-532.0-150.0,2,0,0.0,596.95,mastercard,debit
13878-555.0-198.0,2,0,0.0,32.86,visa,credit
1388-111.0-150.0,89,5,0.05618,135.42,mastercard,debit
13880-348.0-150.0,1,0,0.0,50.0,visa,credit
13880-555.0-150.0,4,0,0.0,398.06,visa,credit
13881-399.0-150.0,2,0,0.0,200.0,american express,credit
13882-399.0-150.0,17,0,0.0,73.53,american express,credit
13883-127.0-150.0,73,0,0.0,154.61,mastercard,debit
13883-NA-NA,1,0,0.0,107.95,,
13884-555.0-150.0,3,0,0.0,92.33,visa,debit
13885-425.0-150.0,1,0,0.0,50.0,mastercard,debit
13886-388.0-150.0,39,0,0.0,110.12,visa,debit
13887-555.0-150.0,5,0,0.0,200.76,visa,debit
13888-224.0-106.0,31,0,0.0,59.27,mastercard,credit
13889-353.0-150.0,1,0,0.0,552.95,mastercard,credit
1389-555.0-150.0,3,0,0.0,71.63,visa,debit
13890-541.0-150.0,2,0,0.0,726.97,mastercard,debit
13891-555.0-210.0,1,0,0.0,129.43,visa,credit
13892-555.0-121.0,1,0,0.0,16.56,visa,credit
13893-321.0-150.0,23,0,0.0,43.65,visa,debit
13894-NA-150.0,1,0,0.0,100.0,visa,debit
13896-399.0-150.0,14,0,0.0,164.29,american express,credit
13897-390.0-150.0,1,0,0.0,200.0,mastercard,debit
13899-555.0-150.0,18,0,0.0,158.61,mastercard,debit
1390-555.0-150.0,3,0,0.0,43.28,visa,credit
13901-199.0-150.0,5,0,0.0,34.75,mastercard,debit
13901-445.0-150.0,1,0,0.0,25.95,mastercard,debit
13901-NA-NA,1,0,0.0,57.95,,
13902-215.0-150.0,1,0,0.0,25.95,visa,debit
13904-555.0-119.0,2,0,0.0,58.01,mastercard,credit
13905-512.0-150.0,3,2,0.666667,292.0,mastercard,debit
13906-369.0-150.0,160,4,0.025,168.03,mastercard,debit
13906-NA-NA,2,0,0.0,206.0,,
13907-555.0-124.0,2,0,0.0,221.0,visa,credit
13909-532.0-150.0,2,0,0.0,205.98,mastercard,debit
1391-555.0-150.0,1,0,0.0,500.0,visa,credit
13910-555.0-150.0,4,0,0.0,201.73,visa,credit
13913-555.0-150.0,1,0,0.0,100.0,visa,credit
13915-555.0-146.0,18,0,0.0,30.23,mastercard,credit
13916-399.0-150.0,1,0,0.0,150.0,american express,credit
13917-399.0-150.0,44,1,0.022727,204.78,american express,credit
13918-399.0-150.0,1,0,0.0,100.0,american express,credit
13919-401.0-150.0,10,0,0.0,247.04,visa,credit
1392-555.0-185.0,8,1,0.125,76.55,visa,debit
13920-480.0-150.0,4,0,0.0,1112.35,mastercard,debit
13920-512.0-150.0,1,0,0.0,57.95,mastercard,debit
13921-143.0-150.0,16,0,0.0,129.43,visa,debit
13922-512.0-150.0,1,0,0.0,57.95,mastercard,debit
13923-555.0-229.0,3,0,0.0,49.42,visa,credit
13924-275.0-150.0,8,0,0.0,47.21,mastercard,debit
13925-555.0-219.0,2,0,0.0,150.0,mastercard,credit
13926-327.0-150.0,37,10,0.27027,367.18,discover,credit
13926-NA-150.0,6,0,0.0,257.92,discover,credit
13927-569.0-117.0,4,0,0.0,56.28,visa,debit
13928-399.0-150.0,4,0,0.0,137.5,american express,credit
13929-399.0-150.0,33,0,0.0,156.82,american express,credit
1393-480.0-150.0,32,0,0.0,122.14,mastercard,debit
1393-512.0-150.0,55,0,0.0,126.95,mastercard,debit
13930-390.0-150.0,1,0,0.0,77.0,mastercard,debit
13932-543.0-150.0,22,0,0.0,110.83,mastercard,debit
13935-555.0-150.0,3,0,0.0,139.33,visa,debit
13936-420.0-150.0,15,0,0.0,135.09,mastercard,debit
13937-225.0-150.0,2,0,0.0,82.95,visa,debit
13938-555.0-150.0,1,0,0.0,50.0,visa,credit
13939-580.0-106.0,10,0,0.0,61.59,visa,credit
1394-399.0-150.0,7,7,1.0,200.0,american express,credit
13940-480.0-150.0,1,0,0.0,57.95,mastercard,debit
13940-512.0-150.0,6,0,0.0,139.07,mastercard,debit
13942-555.0-131.0,1,0,0.0,43.65,mastercard,credit
13943-555.0-150.0,8,0,0.0,73.57,visa,debit
13944-555.0-150.0,1,0,0.0,50.0,visa,credit
13948-555.0-150.0,1,0,0.0,29.0,visa,debit
13949-555.0-150.0,1,0,0.0,39.0,mastercard,debit
1395-321.0-150.0,5,0,0.0,164.1,visa,debit
13950-555.0-150.0,1,0,0.0,50.0,visa,credit
13951-555.0-150.0,2,0,0.0,87.5,visa,credit
13952-555.0-150.0,29,0,0.0,283.29,visa,debit
13954-555.0-150.0,1,0,0.0,279.95,mastercard,debit
13956-193.0-150.0,139,0,0.0,96.68,visa,debit
13956-NA-150.0,70,0,0.0,80.85,visa,debit
13957-490.0-150.0,3,0,0.0,261.32,mastercard,debit
13959-481.0-150.0,2,0,0.0,682.0,mastercard,credit
1396-555.0-150.0,1,0,0.0,100.0,visa,credit
13960-206.0-150.0,284,6,0.021127,125.19,visa,debit
13962-555.0-150.0,2,0,0.0,148.0,visa,debit
13964-496.0-150.0,392,1,0.002551,160.4,mastercard,debit
13964-NA-NA,2,0,0.0,726.24,,
13965-399.0-150.0,4,0,0.0,206.25,american express,credit
13966-555.0-150.0,1,0,0.0,299.75,visa,debit
13967-504.0-150.0,1,0,0.0,15.0,visa,debit
13968-275.0-150.0,5,0,0.0,63.0,mastercard,debit
1397-555.0-150.0,2,0,0.0,44.0,visa,debit
13970-514.0-150.0,6,0,0.0,137.97,mastercard,credit
13971-517.0-150.0,2,0,0.0,368.48,mastercard,debit
13973-399.0-150.0,2,0,0.0,60.0,american express,credit
13974-555.0-150.0,2,0,0.0,333.95,visa,credit
13975-512.0-150.0,1,0,0.0,53.97,mastercard,debit
13976-555.0-150.0,1,0,0.0,87.0,visa,credit
13977-555.0-150.0,4,0,0.0,87.75,visa,debit
13978-525.0-150.0,17,0,0.0,229.74,visa,credit
13979-474.0-150.0,92,11,0.119565,176.18,visa,credit
1398-555.0-150.0,1,0,0.0,100.0,visa,credit
13981-554.0-150.0,1,0,0.0,34.0,visa,credit
13982-218.0-150.0,179,3,0.01676,113.96,mastercard,debit
13983-555.0-119.0,2,0,0.0,43.14,visa,credit
13985-555.0-150.0,2,0,0.0,49.25,visa,debit
13987-555.0-210.0,1,0,0.0,42.56,visa,credit
13989-399.0-150.0,8,0,0.0,143.75,american express,credit
1399-225.0-150.0,7,0,0.0,37.14,mastercard,debit
13990-399.0-150.0,4,0,0.0,137.5,american express,credit
13991-158.0-150.0,115,0,0.0,172.03,visa,debit
13992-399.0-150.0,12,0,0.0,289.58,american express,credit
13993-555.0-150.0,2,0,0.0,35.0,visa,debit
13994-127.0-150.0,48,25,0.520833,128.4,mastercard,debit
13995-399.0-150.0,6,0,0.0,166.67,american express,credit
13996-225.0-150.0,2,0,0.0,44.75,mastercard,debit
13997-367.0-150.0,3,0,0.0,49.95,mastercard,debit
13998-216.0-150.0,4,2,0.5,130.5,mastercard,credit
13999-555.0-150.0,4,0,0.0,891.08,visa,debit
14001-555.0-150.0,1,0,0.0,210.95,visa,debit
14002-555.0-150.0,8,0,0.0,70.84,visa,debit
14003-423.0-150.0,7,0,0.0,117.59,visa,credit
14004-514.0-150.0,22,4,0.181818,233.33,mastercard,credit
14005-555.0-150.0,1,0,0.0,108.5,visa,debit
14006-399.0-150.0,3,0,0.0,116.67,american express,credit
14007-399.0-150.0,3,0,0.0,100.0,american express,credit
14008-555.0-150.0,1,0,0.0,117.0,visa,debit
14009-225.0-150.0,21,0,0.0,63.2,mastercard,debit
14010-555.0-144.0,3,0,0.0,12.83,mastercard,credit
14011-555.0-150.0,1,0,0.0,50.0,visa,credit
14012-170.0-150.0,16,0,0.0,172.07,mastercard,credit
14013-406.0-117.0,3,0,0.0,25.04,mastercard,debit
14014-146.0-150.0,200,0,0.0,94.2,mastercard,debit
14014-NA-NA,2,0,0.0,31.45,,
14015-383.0-150.0,17,11,0.647059,286.29,visa,debit
14016-NA-150.0,2,0,0.0,15.0,visa,debit
14017-480.0-150.0,3,0,0.0,45.67,mastercard,debit
14019-555.0-150.0,14,0,0.0,241.68,visa,debit
1402-352.0-117.0,3,0,0.0,37.03,mastercard,credit
14020-517.0-150.0,1,0,0.0,30.0,mastercard,debit
14021-555.0-137.0,3,0,0.0,55.3,visa,debit
14023-NA-150.0,1,0,0.0,40.0,visa,debit
14025-479.0-150.0,270,1,0.003704,138.55,visa,debit
14025-NA-NA,1,0,0.0,63.97,,
